Date and time;Internal temperature area 1 (Celsius degree);Internal temperature area 2 (Celsius degree);External temperature (Celsius degree);HVAC power (kW)
14/11/2021 00:00:00;21,122222222222224;18,4;10,71;0,0999999999999999
14/11/2021 00:15:00;21,277777777777775;18,477777777777778;10,69;2,6415730337078647
14/11/2021 00:30:00;21,2625;18,46666666666667;10,67;2,044444444444445
14/11/2021 00:45:00;21,244444444444444;18,48888888888889;10,6;2,0692222222222214
14/11/2021 01:00:00;21,266666666666666;18,5;10,62;2,0060000000000002
14/11/2021 01:15:00;21,175;18,477777777777778;10,5;2,203666666666667
14/11/2021 01:30:00;21,077777777777776;18,41111111111111;10,43;2,195111111111111
14/11/2021 01:45:00;21,11111111111111;18,4;10,45;2,345888888888889
14/11/2021 02:00:00;21,166666666666668;18,455555555555556;10,7;2,332
14/11/2021 02:15:00;21,11111111111111;18,428571428571427;10,59;2,7267777777777775
14/11/2021 02:30:00;21,25;18,67142857142857;10,51;2,6911111111111103
14/11/2021 02:45:00;21,1875;18,599999999999998;10,63;2,7404444444444445
14/11/2021 03:00:00;21,18888888888889;18,5875;10,83;2,516666666666666
14/11/2021 03:15:00;21,24285714285714;18,6875;10,795;2,543777777777778
14/11/2021 03:30:00;21,162499999999998;18,685714285714283;10,52;2,724777777777778
14/11/2021 03:45:00;21,266666666666666;18,688888888888886;10,504999999999999;1,7119999999999997
14/11/2021 04:00:00;21,099999999999998;18,45555555555556;10,49;1,7739999999999996
14/11/2021 04:15:00;21,2375;18,45555555555556;10,475000000000001;2,063888888888889
14/11/2021 04:30:00;21,1625;18,42222222222222;10,46;2,445
14/11/2021 04:45:00;21,133333333333333;18,437500000000004;10,39;2,615333333333333
14/11/2021 05:00:00;21,17777777777778;18,57777777777778;10,25;2,909555555555556
14/11/2021 05:15:00;21,224999999999998;18,737499999999997;10,24;2,1177777777777775
14/11/2021 05:30:00;21,200000000000003;18,687500000000004;10,2;2,2984444444444447
14/11/2021 05:45:00;21,144444444444446;18,599999999999998;10,2;2,2135555555555557
14/11/2021 06:00:00;21,162499999999998;18,57777777777778;10,2;2,4883333333333333
14/11/2021 06:15:00;21,077777777777776;18,6;10,13;2,3728888888888884
14/11/2021 06:30:00;21,02857142857143;18,51111111111111;10,18;2,506111111111111
14/11/2021 06:45:00;21,185714285714283;18,525;10,175;2,5603333333333342
14/11/2021 07:00:00;21,15;18,6;10,17;2,6836666666666664
14/11/2021 07:15:00;21,1375;18,625;10,21;2,861
14/11/2021 07:30:00;21,071428571428566;18,687499999999996;10,09;2,8471111111111114
14/11/2021 07:45:00;21,15;18,424999999999997;10,09;2,2146666666666666
14/11/2021 08:00:00;21,212500000000002;18,399999999999995;10,17;2,6828888888888898
14/11/2021 08:15:00;21,244444444444447;18,533333333333335;10,17;2,031888888888889
14/11/2021 08:30:00;21,262499999999996;18,6125;10,21;2,0570000000000004
14/11/2021 08:45:00;21,275;18,48888888888889;10,3;2,072111111111111
14/11/2021 09:00:00;21,185714285714287;18,54444444444444;10,44;2,037
14/11/2021 09:15:00;21,1875;18,5;10,49;2,210777777777778
14/11/2021 09:30:00;21,199999999999996;18,5;10,49;2,4707777777777773
14/11/2021 09:45:00;21,200000000000003;18,55;10,465;2,466222222222222
14/11/2021 10:00:00;21,18888888888889;18,5125;10,63;2,396111111111111
14/11/2021 10:15:00;21,2;18,499999999999996;10,63;2,29
14/11/2021 10:30:00;21,212500000000002;18,500000000000004;10,83;2,6550000000000002
14/11/2021 10:45:00;21,188888888888886;18,533333333333335;10,91;2,533444444444444
14/11/2021 11:00:00;21,188888888888886;18,6;10,99;2,5380000000000003
14/11/2021 11:15:00;21,2;18,475;11,05;2,5353333333333334
14/11/2021 11:30:00;21,28888888888889;18,6;11,06;2,2214444444444443
14/11/2021 11:45:00;21,4;18,537499999999998;11,065000000000001;1,779777777777777
14/11/2021 12:00:00;21,266666666666666;18,400000000000002;11,07;1,8933333333333324
14/11/2021 12:15:00;21,188888888888886;18,333333333333332;11,030000000000001;2,0359999999999996
14/11/2021 12:30:00;21,1375;18,3625;11,1;1,9635555555555562
14/11/2021 12:45:00;21,2;18,43333333333333;11,184999999999999;2,124888888888888
14/11/2021 13:00:00;21,177777777777777;18,388888888888886;11,28;2,105666666666667
14/11/2021 13:15:00;21,285714285714285;18,474999999999998;11,09;2,295
14/11/2021 13:30:00;21,177777777777777;18,3875;10,97;2,232555555555555
14/11/2021 13:45:00;21,2125;18,385714285714283;10,89;2,4134444444444436
14/11/2021 14:00:00;21,155555555555555;18,537499999999998;10,85;2,532333333333333
14/11/2021 14:15:00;21,18888888888889;18,477777777777774;10,83;2,456666666666667
14/11/2021 14:30:00;21,17777777777778;18,499999999999996;10,76;2,773333333333333
14/11/2021 14:45:00;21,262499999999996;18,577777777777776;10,73;2,499333333333333
14/11/2021 15:00:00;21,214285714285715;18,54285714285714;10,69;2,5708888888888883
14/11/2021 15:15:00;21,224999999999998;18,555555555555557;10,7;2,7720000000000007
14/11/2021 15:30:00;21,085714285714285;18,48888888888889;10,69;2,730111111111111
14/11/2021 15:45:00;21,249999999999996;18,633333333333336;10,54;1,8261111111111108
14/11/2021 16:00:00;21,211111111111112;18,455555555555556;10,5;1,8687777777777774
14/11/2021 16:15:00;21,177777777777777;18,466666666666665;10,51;1,9795555555555548
14/11/2021 16:30:00;21,188888888888886;18,433333333333334;10,79;1,9534444444444445
14/11/2021 16:45:00;21,11111111111111;18,42222222222222;10,79;2,3338888888888887
14/11/2021 17:00:00;21,075;18,41111111111111;10,61;2,281444444444444
14/11/2021 17:15:00;21,1875;18,455555555555556;10,62;2,5512222222222216
14/11/2021 17:30:00;21,3125;18,555555555555557;10,47;2,9034444444444443
14/11/2021 17:45:00;21,299999999999997;18,700000000000003;10,52;2,176555555555556
14/11/2021 18:00:00;21,244444444444444;18,61111111111111;10,45;2,0837777777777777
14/11/2021 18:15:00;21,133333333333336;18,5625;10,57;2,1633333333333336
14/11/2021 18:30:00;21,12857142857143;18,52857142857143;10,29;2,3861111111111115
14/11/2021 18:45:00;21,099999999999998;18,599999999999998;10,37;2,4727777777777775
14/11/2021 19:00:00;21,08888888888889;18,58888888888889;10,35;2,7578888888888895
14/11/2021 19:15:00;21,174999999999997;18,577777777777776;10,39;2,688555555555555
14/11/2021 19:30:00;21,166666666666664;18,775;10,34;2,6023333333333336
14/11/2021 19:45:00;21,144444444444446;18,633333333333333;10,309999999999999;2,874666666666667
14/11/2021 20:00:00;21,112499999999997;18,51111111111111;10,28;2,6381111111111113
14/11/2021 20:15:00;21,3875;18,77142857142857;10,27;1,7976666666666659
14/11/2021 20:30:00;21,12222222222222;18,466666666666665;10,11;2,1007777777777785
14/11/2021 20:45:00;21,125;18,512500000000003;10,18;2,496888888888888
14/11/2021 21:00:00;21,2;18,525;10,69;2,3615555555555554
14/11/2021 21:15:00;21,077777777777776;18,51111111111111;10,434999999999999;2,650777777777778
14/11/2021 21:30:00;21,11111111111111;18,522222222222222;10,44;3,052111111111112
14/11/2021 21:45:00;21,175;18,522222222222226;9,91;2,637
14/11/2021 22:00:00;21,155555555555555;18,7125;9,81;2,289888888888889
14/11/2021 22:15:00;21,2125;18,842857142857138;9,885000000000002;2,4505555555555554
14/11/2021 22:30:00;21,185714285714283;18,7125;10,1;2,5784444444444437
14/11/2021 22:45:00;21;18,622222222222224;10,16;2,715222222222222
14/11/2021 23:00:00;21,166666666666668;18,822222222222223;9,83;3,3028888888888894
14/11/2021 23:15:00;21,12857142857143;18,728571428571428;9,8;3,1621111111111113
14/11/2021 23:30:00;21,066666666666666;18,81111111111111;9,85;4,139666666666667
14/11/2021 23:45:00;21,15555555555555;18,7375;9,83;1,7804444444444445
15/11/2021 00:00:00;21,06666666666667;18,6;10,25;1,8722222222222225
15/11/2021 00:15:00;21,085714285714282;18,45555555555556;10,045;2,3787777777777785
15/11/2021 00:30:00;21,087500000000002;18,488888888888887;9,79;2,653888888888888
15/11/2021 00:45:00;21,144444444444446;18,67777777777778;9,54;3,1098888888888894
15/11/2021 01:00:00;21,314285714285713;18,733333333333334;9,42;2,352
15/11/2021 01:15:00;21,099999999999998;18,71111111111111;9,405000000000001;2,2424444444444442
15/11/2021 01:30:00;21,0875;18,577777777777776;9,39;2,2838888888888893
